component,time frequency,stream,field name,long name,units,time averaging
ice,mon,cice.h,dardg1dt,ice area ridging rate,%/day,mean
ice,mon,cice.h,dardg2dt,ridge area formation rate,%/day,mean
ice,mon,cice.h,divu,strain rate (divergence),%/day,mean
ice,mon,cice.h,dvidtd,volume tendency dynamics,cm/day,mean
ice,mon,cice.h,dvidtt,volume tendency thermo,cm/day,mean
ice,mon,cice.h,dvirdgdt,ice volume ridging rate,cm/day,mean
ice,mon,cice.h,evap_ai,evaporative water flux,cm/day,mean
ice,mon,cice.h,evap,evaporative water flux (cpl),cm/day,mean
ice,mon,cice.h,faero_atm001,aerosol deposition rate,kg/m^2 s,mean
ice,mon,cice.h,faero_atm002,aerosol deposition rate,kg/m^2 s,mean
ice,mon,cice.h,faero_atm003,aerosol deposition rate,kg/m^2 s,mean
ice,mon,cice.h,faero_ocn001,aerosol flux to ocean,kg/m^2 s,mean
ice,mon,cice.h,faero_ocn002,aerosol flux to ocean,kg/m^2 s,mean
ice,mon,cice.h,faero_ocn003,aerosol flux to ocean,kg/m^2 s,mean
ice,mon,cice.h,fcondtop_ai,top surface conductive heat flux,W/m^2,mean
ice,mon,cice.h,fhocn_ai,heat flux ice to ocean,W/m^2,mean
ice,mon,cice.h,fhocn,heat flux ice to ocn (cpl),W/m^2,mean
ice,mon,cice.h,flat_ai,latent heat flux,W/m^2,mean
ice,mon,cice.h,flat,latent heat flux (cpl),W/m^2,mean
ice,mon,cice.h,flwdn,down longwave flux,W/m^2,mean
ice,mon,cice.h,flwup_ai,upward longwave flux,W/m^2,mean
ice,mon,cice.h,flwup,upward longwave flux (cpl),W/m^2,mean
ice,mon,cice.h,frazil,frazil ice growth,cm/day,mean
ice,mon,cice.h,fresh_ai,freshwtr flx ice to ocn,cm/day,mean
ice,mon,cice.h,fresh,freshwtr flx ice to ocn (cpl),cm/day,mean
ice,mon,cice.h,fsalt_ai,salt flux ice to ocean,kg/m^2/day,mean
ice,mon,cice.h,fsalt,salt flux ice to ocn (cpl),kg/m^2/day,mean
ice,mon,cice.h,fsens_ai,sensible heat flux,W/m^2,mean
ice,mon,cice.h,fsens,sensible heat flux (cpl),W/m^2,mean
ice,mon,cice.h,fs,grid cellmean snow fraction,,mean
ice,mon,cice.h,fsurf_ai,net surface heat flux,W/m^2,mean
ice,mon,cice.h,fswabs_ai,snow/ice/ocn absorbed solar flux,W/m^2,mean
ice,mon,cice.h,fswabs,snow/ice/ocn absorbed solar flux (cpl),W/m^2,mean
ice,mon,cice.h,fswdn,down solar flux,W/m^2,mean
ice,mon,cice.h,fswfac,shortwave scaling factor,1,mean
ice,mon,cice.h,fswthru_ai,SW flux thru ice to ocean,W/m^2,mean
ice,mon,cice.h,fswthru,SW thru ice to ocean (cpl),W/m^2,mean
ice,mon,cice.h,fswup,upward solar flux,W/m^2,mean
ice,mon,cice.h,FYarea,first-year ice area,,mean
ice,mon,cice.h,hi,grid cellmean ice thickness,m,mean
ice,mon,cice.h,hisnap,ice volume snapshot,m,mean
ice,mon,cice.h,hs,grid cellmean snow thickness,m,mean
ice,mon,cice.h,iage,sea ice age,years,mean
ice,mon,cice.h,ice_present,fraction of time-avg interval that any ice is present,1,mean
ice,mon,cice.h,meltb,basal ice melt,cm/day,mean
ice,mon,cice.h,meltl,lateral ice melt,cm/day,mean
ice,mon,cice.h,melts,snow melt,cm/day,mean
ice,mon,cice.h,meltt,top ice melt,cm/day,mean
ice,mon,cice.h,opening,lead area opening rate,%/day,mean
ice,mon,cice.h,qi,internal ice heat content,J,mean
ice,mon,cice.h,Qref,2m reference specific humidity,g/kg,mean
ice,mon,cice.h,qs,internal snow heat content,J,mean
ice,mon,cice.h,rain_ai,rainfall rate,cm/day,mean
ice,mon,cice.h,rain,rainfall rate (cpl),cm/day,mean
ice,mon,cice.h,shear,strain rate (shear),%/day,mean
ice,mon,cice.h,sig1,norm. principal stress 1,,mean
ice,mon,cice.h,sig2,norm. principal stress 2,,mean
ice,mon,cice.h,snoice,snow-ice formation,cm/day,mean
ice,mon,cice.h,snow_ai,snowfall rate,cm/day,mean
ice,mon,cice.h,snow,snowfall rate (cpl),cm/day,mean
ice,mon,cice.h,strairx,atm/ice stress (x),N/m^2,mean
ice,mon,cice.h,strairy,atm/ice stress (y),N/m^2,mean
ice,mon,cice.h,strcorx,coriolis stress (x),N/m^2,mean
ice,mon,cice.h,strcory,coriolis stress (y),N/m^2,mean
ice,mon,cice.h,strength,compressive ice strength,N/m,mean
ice,mon,cice.h,strintx,internal ice stress (x),N/m^2,mean
ice,mon,cice.h,strinty,internal ice stress (y),N/m^2,mean
ice,mon,cice.h,strocnx,ocean/ice stress (x),N/m^2,mean
ice,mon,cice.h,strocny,ocean/ice stress (y),N/m^2,mean
ice,mon,cice.h,Tair,air temperature,C,mean
ice,mon,cice.h,transix,ice mass transport (x) on East side,kg/s,mean
ice,mon,cice.h,transiy,ice mass transport (y) on North side,kg/s,mean
ice,mon,cice.h,Tref,2m reference temperature,C,mean
ice,mon,cice.h,trsig,internal stress tensor trace,N/m^2,mean
ice,mon,cice.h,Tsfc,snow/ice surface temperature,degC,mean
ice,mon,cice.h,uvel,ice velocity (x),cm/s,mean
ice,mon,cice.h,vicen001,ice volume category 001,m,mean
ice,mon,cice.h,vicen002,ice volume category 002,m,mean
ice,mon,cice.h,vicen003,ice volume category 003,m,mean
ice,mon,cice.h,vicen004,ice volume category 004,m,mean
ice,mon,cice.h,vicen005,ice volume category 005,m,mean
ice,mon,cice.h,vvel,ice velocity (y),cm/s,mean
ice,day,cice.h1,aice_d,ice area (aggregate),%,mean
ice,day,cice.h1,aisnap_d,ice area snapshot,,mean
ice,day,cice.h1,daidtd_d,area tendency dynamics,%/day,mean
ice,day,cice.h1,daidtt_d,area tendency thermo,%/day,mean
ice,day,cice.h1,dvidtd_d,volume tendency dynamics,cm/day,mean
ice,day,cice.h1,dvidtt_d,volume tendency thermo,cm/day,mean
ice,day,cice.h1,fswabs_d,snow/ice/ocn absorbed solar flux (cpl),W/m^2,mean
ice,day,cice.h1,fswdn_d,down solar flux,W/m^2,mean
ice,day,cice.h1,FYarea_d,first-year ice area,,mean
ice,day,cice.h1,hi_d,grid cellmean ice thickness,m,mean
ice,day,cice.h1,hisnap_d,ice volume snapshot,m,mean
ice,day,cice.h1,hs_d,grid cellmean snow thickness,m,mean
ice,hr6,cice.h2_06h,aicen001_h,ice area category 001,%,mean
ice,hr6,cice.h2_06h,aicen002_h,ice area category 002,%,mean
ice,hr6,cice.h2_06h,aicen003_h,ice area category 003,%,mean
ice,hr6,cice.h2_06h,aicen004_h,ice area category 004,%,mean
ice,hr6,cice.h2_06h,aicen005_h,ice area category 005,%,mean
ice,hr6,cice.h2_06h,apond001_h,melt pond concentration category 001,%,mean
ice,hr6,cice.h2_06h,apond002_h,melt pond concentration category 002,%,mean
ice,hr6,cice.h2_06h,apond003_h,melt pond concentration category 003,%,mean
ice,hr6,cice.h2_06h,apond004_h,melt pond concentration category 004,%,mean
ice,hr6,cice.h2_06h,apond005_h,melt pond concentration category 005,%,mean
ice,hr6,cice.h2_06h,fswthru_h,SW thru ice to ocean (cpl),W/m^2,mean
ice,hr6,cice.h2_06h,meltb_h,basal ice melt,cm/day,mean
ice,hr6,cice.h2_06h,meltt_h,top ice melt,cm/day,mean
ice,hr6,cice.h2_06h,strairx_h,atm/ice stress (x),N/m^2,mean
ice,hr6,cice.h2_06h,strairy_h,atm/ice stress (y),N/m^2,mean
ice,hr6,cice.h2_06h,strintx_h,internal ice stress (x),N/m^2,mean
ice,hr6,cice.h2_06h,strinty_h,internal ice stress (y),N/m^2,mean
ice,hr6,cice.h2_06h,strocnx_h,ocean/ice stress (x),N/m^2,mean
ice,hr6,cice.h2_06h,strocny_h,ocean/ice stress (y),N/m^2,mean
ice,hr6,cice.h2_06h,uvel_h,ice velocity (x),cm/s,mean
ice,hr6,cice.h2_06h,vvel_h,ice velocity (y),cm/s,mean
lnd,mon,clm2.h0,ACTUAL_IMMOB,actual N immobilization,gN/m^2/s,mean
lnd,mon,clm2.h0,AGNPP,aboveground NPP,gC/m^2/s,mean
lnd,mon,clm2.h0,ANN_FAREA_BURNED,annual total fractional area burned,proportion,mean
lnd,mon,clm2.h0,AR,autotrophic respiration (MR + GR),gC/m^2/s,mean
lnd,mon,clm2.h0,BCDEP,total BC deposition (dry+wet) from atmosphere,kg/m^2/s,mean
lnd,mon,clm2.h0,BGNPP,belowground NPP,gC/m^2/s,mean
lnd,mon,clm2.h0,BTRAN,transpiration beta factor,unitless,mean
lnd,mon,clm2.h0,BUILDHEAT,heat flux from urban building interior to walls and roof,W/m^2,mean
lnd,mon,clm2.h0,COL_CTRUNC,column-level sink for C truncation,gC/m^2,mean
lnd,mon,clm2.h0,COL_FIRE_CLOSS,total column-level fire C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,COL_FIRE_NLOSS,total column-level fire N loss,gN/m^2/s,mean
lnd,mon,clm2.h0,COL_NTRUNC,column-level sink for N truncation,gN/m^2,mean
lnd,mon,clm2.h0,CPOOL,temporary photosynthate C pool,gC/m^2,mean
lnd,mon,clm2.h0,CWDC,coarse woody debris C,gC/m^2,mean
lnd,mon,clm2.h0,CWDC_HR,coarse woody debris C heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,CWDC_LOSS,coarse woody debris C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,CWDN,coarse woody debris N,gN/m^2,mean
lnd,mon,clm2.h0,DEADCROOTC,dead coarse root C,gC/m^2,mean
lnd,mon,clm2.h0,DEADCROOTN,dead coarse root N,gN/m^2,mean
lnd,mon,clm2.h0,DEADSTEMC,dead stem C,gC/m^2,mean
lnd,mon,clm2.h0,DEADSTEMN,dead stem N,gN/m^2,mean
lnd,mon,clm2.h0,DENIT,total rate of denitrification,gN/m^2/s,mean
lnd,mon,clm2.h0,DISPVEGC,displayed veg carbon excluding storage and cpool,gC/m^2,mean
lnd,mon,clm2.h0,DISPVEGN,displayed vegetation nitrogen,gN/m^2,mean
lnd,mon,clm2.h0,DSTDEP,total dust deposition (dry+wet) from atmosphere,kg/m^2/s,mean
lnd,mon,clm2.h0,DSTFLXT,total surface dust emission,kg/m2/s,mean
lnd,mon,clm2.h0,DWT_CLOSS,total carbon loss from land cover conversion,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_CONV_CFLUX,conversion C flux (immediate loss to atm),gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_CONV_NFLUX,conversion N flux (immediate loss to atm),gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_NLOSS,total nitrogen loss from landcover conversion,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD100C_GAIN,landcover change-driven addition to 100-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD100N_GAIN,addition to 100-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD10C_GAIN,landcover change-driven addition to 10-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_PROD10N_GAIN,addition to 10-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDC_TO_DEADSTEM,seed source to PFT-level deadstem,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDC_TO_LEAF,seed source to PFT-level leaf,gC/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDN_TO_DEADSTEM,seed source to PFT-level deadstem,gN/m^2/s,mean
lnd,mon,clm2.h0,DWT_SEEDN_TO_LEAF,seed source to PFT-level leaf,gN/m^2/s,mean
lnd,mon,clm2.h0,EFLX_DYNBAL,dynamic land cover change conversion energy flux,W/m^2,mean
lnd,mon,clm2.h0,EFLX_LH_TOT_R,Rural total evaporation,W/m^2,mean
lnd,mon,clm2.h0,EFLX_LH_TOT_U,Urban total evaporation,W/m^2,mean
lnd,mon,clm2.h0,ELAI,exposed one-sided leaf area index,m^2/m^2,mean
lnd,mon,clm2.h0,ERRH2OSNO,imbalance in snow depth (liquid water),mm,mean
lnd,mon,clm2.h0,ERRH2O,total water conservation error,mm,mean
lnd,mon,clm2.h0,ERRSEB,surface energy conservation error,W/m^2,mean
lnd,mon,clm2.h0,ERRSOI,soil/lake energy conservation error,W/m^2,mean
lnd,mon,clm2.h0,ERRSOL,solar radiation conservation error,W/m^2,mean
lnd,mon,clm2.h0,ER,total ecosystem respiration autotrophic + heterotrophic,gC/m^2/s,mean
lnd,mon,clm2.h0,ESAI,exposed one-sided stem area index,m^2/m^2,mean
lnd,mon,clm2.h0,FCEV,canopy evaporation,W/m^2,mean
lnd,mon,clm2.h0,FCOV,fractional impermeable area,unitless,mean
lnd,mon,clm2.h0,FCTR,canopy transpiration,W/m^2,mean
lnd,mon,clm2.h0,FGEV,ground evaporation,W/m^2,mean
lnd,mon,clm2.h0,FGR12,heat flux between soil layers 1 and 2,W/m^2,mean
lnd,mon,clm2.h0,FGR,heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FGR_R,Rural heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FGR_U,Urban heat flux into soil/snow including snow melt,W/m^2,mean
lnd,mon,clm2.h0,FIRA,net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRA_R,Rural net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRA_U,Urban net infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRE,emitted infrared (longwave) radiation,W/m^2,mean
lnd,mon,clm2.h0,FIRESEASONL,annual fire season length,days,mean
lnd,mon,clm2.h0,FLDS,atmospheric longwave radiation,W/m^2,mean
lnd,mon,clm2.h0,FPG,fraction of potential gpp,proportion,mean
lnd,mon,clm2.h0,FPI,fraction of potential immobilization,proportion,mean
lnd,mon,clm2.h0,FPSN,photosynthesis,umol/m2s,mean
lnd,mon,clm2.h0,FROOTC_ALLOC,fine root C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,FROOTC,fine root C,gC/m^2,mean
lnd,mon,clm2.h0,FROOTC_LOSS,fine root C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,FROOTN,fine root N,gN/m^2,mean
lnd,mon,clm2.h0,FSA,absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSA_R,Rural absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSAT,fractional area with water table at surface,unitless,mean
lnd,mon,clm2.h0,FSA_U,Urban absorbed solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDS,atmospheric incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSND,direct nir incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSNDLN,direct nir incident solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSDSNI,diffuse nir incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSVD,direct vis incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSDSVDLN,direct vis incident solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSDSVI,diffuse vis incident solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSH_G,sensible heat from ground,W/m^2,mean
lnd,mon,clm2.h0,FSH_NODYNLNDUSE,sensible heat not including correction for land use change,W/m^2,mean
lnd,mon,clm2.h0,FSH_R,Rural sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH,sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH_U,Urban sensible heat,W/m^2,mean
lnd,mon,clm2.h0,FSH_V,sensible heat from veg,W/m^2,mean
lnd,mon,clm2.h0,FSM_R,Rural snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSM,snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSM_U,Urban snow melt heat flux,W/m^2,mean
lnd,mon,clm2.h0,FSNO,fraction of ground covered by snow,unitless,mean
lnd,mon,clm2.h0,FSRND,direct nir reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRNDLN,direct nir reflected solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSRNI,diffuse nir reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSR,reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRVD,direct vis reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,FSRVDLN,direct vis reflected solar radiation at local noon,W/m^2,mean
lnd,mon,clm2.h0,FSRVI,diffuse vis reflected solar radiation,W/m^2,mean
lnd,mon,clm2.h0,GC_HEAT1,initial gridcell total heat content,J/m^2,mean
lnd,mon,clm2.h0,GC_ICE1,initial gridcell total ice content,mm,mean
lnd,mon,clm2.h0,GC_LIQ1,initial gridcell total liq content,mm,mean
lnd,mon,clm2.h0,GPP,gross primary production,gC/m^2/s,mean
lnd,mon,clm2.h0,GROSS_NMIN,gross rate of N mineralization,gN/m^2/s,mean
lnd,mon,clm2.h0,GR,total growth respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,H2OCAN,intercepted water,mm,mean
lnd,mon,clm2.h0,H2OSNO,snow depth (liquid water),mm,mean
lnd,mon,clm2.h0,H2OSNO_TOP,mass of snow in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,H2OSOI,volumetric soil water (vegetated landunits only),mm3/mm3,mean
lnd,mon,clm2.h0,HC,heat content of soil/snow/lake,MJ/m2,mean
lnd,mon,clm2.h0,HCSOI,soil heat content,MJ/m2,mean
lnd,mon,clm2.h0,HEAT_FROM_AC,sensible heat flux put into canyon due to heat removed from air conditioning,W/m^2,mean
lnd,mon,clm2.h0,HR,total heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,HTOP,canopy top,m,mean
lnd,mon,clm2.h0,LAISHA,shaded projected leaf area index,none,mean
lnd,mon,clm2.h0,LAISUN,sunlit projected leaf area index,none,mean
lnd,mon,clm2.h0,LAND_UPTAKE,NEE minus LAND_USE_FLUX negative for update,gC/m^2/s,mean
lnd,mon,clm2.h0,LAND_USE_FLUX,total C emitted from land cover conversion and wood product pools,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFC_ALLOC,leaf C allocation,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFC,leaf C,gC/m^2,mean
lnd,mon,clm2.h0,LEAFC_LOSS,leaf C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,LEAFN,leaf N,gN/m^2,mean
lnd,mon,clm2.h0,LITFALL,litterfall (leaves and fine roots),gC/m^2/s,mean
lnd,mon,clm2.h0,LITHR,litter heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR1C,litter labile C,gC/m^2,mean
lnd,mon,clm2.h0,LITR1C_TO_SOIL1C,decomp. of litter 1 C to SOM 1 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR1N,litter labile N,gN/m^2,mean
lnd,mon,clm2.h0,LITR2C,litter cellulose C,gC/m^2,mean
lnd,mon,clm2.h0,LITR2C_TO_SOIL2C,decomp. of litter 2 C to SOM 2 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR2N,litter cellulose N,gN/m^2,mean
lnd,mon,clm2.h0,LITR3C,litter lignin C,gC/m^2,mean
lnd,mon,clm2.h0,LITR3C_TO_SOIL3C,decomp. of litter 3 C to SOM 3 C,gC/m^2/s,mean
lnd,mon,clm2.h0,LITR3N,litter lignin N,gN/m^2,mean
lnd,mon,clm2.h0,LITTERC_HR,litter C heterotrophic respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,LITTERC,litter C,gC/m^2,mean
lnd,mon,clm2.h0,LITTERC_LOSS,litter C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,LIVECROOTC,live coarse root C,gC/m^2,mean
lnd,mon,clm2.h0,LIVECROOTN,live coarse root N,gN/m^2,mean
lnd,mon,clm2.h0,LIVESTEMC,live stem C,gC/m^2,mean
lnd,mon,clm2.h0,LIVESTEMN,live stem N,gN/m^2,mean
lnd,mon,clm2.h0,MEAN_FIRE_PROB,e-foldingmean of daily fire probability,0-1,mean
lnd,mon,clm2.h0,MR,maintenance respiration,gC/m^2/s,mean
lnd,mon,clm2.h0,NBP,net biome production includes fire landuse and harvest flux positive for sink,gC/m^2/s,mean
lnd,mon,clm2.h0,NDEPLOY,total N deployed in new growth,gN/m^2/s,mean
lnd,mon,clm2.h0,NDEP_TO_SMINN,atmospheric N deposition to soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,NEE,net ecosystem exchange of carbon includes fire landuse harvest and hrv_xsmrpool flux positive for source,gC/m^2/s,mean
lnd,mon,clm2.h0,NEP,net ecosystem production excludes fire landuse and harvest flux positive for sink,gC/m^2/s,mean
lnd,mon,clm2.h0,NET_NMIN,net rate of N mineralization,gN/m^2/s,mean
lnd,mon,clm2.h0,NFIX_TO_SMINN,symbiotic/asymbiotic N fixation to soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,NPP,net primary production,gC/m^2/s,mean
lnd,mon,clm2.h0,OCDEP,total OC deposition (dry+wet) from atmosphere,kg/m^2/s,mean
lnd,mon,clm2.h0,PBOT,atmospheric pressure,Pa,mean
lnd,mon,clm2.h0,PCO2,atmospheric partial pressure of CO2,Pa,mean
lnd,mon,clm2.h0,PFT_CTRUNC,pft-level sink for C truncation,gC/m^2,mean
lnd,mon,clm2.h0,PFT_FIRE_CLOSS,total pft-level fire C loss,gC/m^2/s,mean
lnd,mon,clm2.h0,PFT_FIRE_NLOSS,total pft-level fire N loss,gN/m^2/s,mean
lnd,mon,clm2.h0,PFT_NTRUNC,pft-level sink for N truncation,gN/m^2,mean
lnd,mon,clm2.h0,PLANT_NDEMAND,N flux required to support initial GPP,gN/m^2/s,mean
lnd,mon,clm2.h0,POTENTIAL_IMMOB,potential N immobilization,gN/m^2/s,mean
lnd,mon,clm2.h0,PROD100C,100-yr wood product C,gC/m^2,mean
lnd,mon,clm2.h0,PROD100C_LOSS,loss from 100-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,PROD100N,100-yr wood product N,gN/m^2,mean
lnd,mon,clm2.h0,PROD100N_LOSS,loss from 100-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,PROD10C,10-yr wood product C,gC/m^2,mean
lnd,mon,clm2.h0,PROD10C_LOSS,loss from 10-yr wood product pool,gC/m^2/s,mean
lnd,mon,clm2.h0,PROD10N,10-yr wood product N,gN/m^2,mean
lnd,mon,clm2.h0,PROD10N_LOSS,loss from 10-yr wood product pool,gN/m^2/s,mean
lnd,mon,clm2.h0,PRODUCT_CLOSS,total carbon loss from wood product pools,gC/m^2/s,mean
lnd,mon,clm2.h0,PRODUCT_NLOSS,total N loss from wood product pools,gN/m^2/s,mean
lnd,mon,clm2.h0,PSNSHADE_TO_CPOOL,C fixation from shaded canopy,gC/m^2/s,mean
lnd,mon,clm2.h0,PSNSHA,shaded leaf photosynthesis,umolCO2/m^2/s,mean
lnd,mon,clm2.h0,PSNSUN,sunlit leaf photosynthesis,umolCO2/m^2/s,mean
lnd,mon,clm2.h0,PSNSUN_TO_CPOOL,C fixation from sunlit canopy,gC/m^2/s,mean
lnd,mon,clm2.h0,Q2M,2m specific humidity,kg/kg,mean
lnd,mon,clm2.h0,QBOT,atmospheric specific humidity,kg/kg,mean
lnd,mon,clm2.h0,QCHARGE,aquifer recharge rate (vegetated landunits only),mm/s,mean
lnd,mon,clm2.h0,QDRAI,sub-surface drainage,mm/s,mean
lnd,mon,clm2.h0,QDRIP,throughfall,mm/s,mean
lnd,mon,clm2.h0,QFLX_ICE_DYNBAL,ice dynamic land cover change conversion runoff flux,mm/s,mean
lnd,mon,clm2.h0,QFLX_LIQ_DYNBAL,liq dynamic land cover change conversion runoff flux,mm/s,mean
lnd,mon,clm2.h0,QINFL,infiltration,mm/s,mean
lnd,mon,clm2.h0,QINTR,interception,mm/s,mean
lnd,mon,clm2.h0,QIRRIG,water added through irrigation,mm/s,mean
lnd,mon,clm2.h0,QOVER,surface runoff,mm/s,mean
lnd,mon,clm2.h0,QRGWL,surface runoff at glaciers (liquid only) wetlands lakes,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_NODYNLNDUSE,total liquid runoff (does not include QSNWCPICE) not including correction for land use change,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_R,Rural total runoff,mm/s,mean
lnd,mon,clm2.h0,QRUNOFF,total liquid runoff (does not include QSNWCPICE),mm/s,mean
lnd,mon,clm2.h0,QRUNOFF_U,Urban total runoff,mm/s,mean
lnd,mon,clm2.h0,QSNOMELT,snow melt,mm/s,mean
lnd,mon,clm2.h0,QSNWCPICE,excess snowfall due to snow capping,mm/s,mean
lnd,mon,clm2.h0,QSNWCPICE_NODYNLNDUSE,excess snowfall due to snow capping not including correction for land use change,mm H2O/s,mean
lnd,mon,clm2.h0,QSOIL,Ground evaporation (soil/snow evaporation + soil/snow sublimation - dew),mm/s,mean
lnd,mon,clm2.h0,QVEGE,canopy evaporation,mm/s,mean
lnd,mon,clm2.h0,QVEGT,canopy transpiration,mm/s,mean
lnd,mon,clm2.h0,RAIN,atmospheric rain,mm/s,mean
lnd,mon,clm2.h0,RETRANSN,plant pool of retranslocated N,gN/m^2,mean
lnd,mon,clm2.h0,RETRANSN_TO_NPOOL,deployment of retranslocated N,gN/m^2/s,mean
lnd,mon,clm2.h0,RH2M,2m relative humidity,%,mean
lnd,mon,clm2.h0,RH2M_R,Rural 2m specific humidity,%,mean
lnd,mon,clm2.h0,RH2M_U,Urban 2m relative humidity,%,mean
lnd,mon,clm2.h0,RR,root respiration (fine root MR + total root GR),gC/m^2/s,mean
lnd,mon,clm2.h0,SABG,solar rad absorbed by ground,W/m^2,mean
lnd,mon,clm2.h0,SABV,solar rad absorbed by veg,W/m^2,mean
lnd,mon,clm2.h0,SEEDC,pool for seeding new PFTs,gC/m^2,mean
lnd,mon,clm2.h0,SEEDN,pool for seeding new PFTs,gN/m^2,mean
lnd,mon,clm2.h0,SMINN_LEACHED,soil mineral N pool loss to leaching,gN/m^2/s,mean
lnd,mon,clm2.h0,SMINN,soil mineral N,gN/m^2,mean
lnd,mon,clm2.h0,SMINN_TO_NPOOL,deployment of soil mineral N uptake,gN/m^2/s,mean
lnd,mon,clm2.h0,SMINN_TO_PLANT,plant uptake of soil mineral N,gN/m^2/s,mean
lnd,mon,clm2.h0,SNOBCMCL,mass of BC in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNOBCMSL,mass of BC in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNODSTMCL,mass of dust in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNODSTMSL,mass of dust in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNOOCMCL,mass of OC in snow column,kg/m2,mean
lnd,mon,clm2.h0,SNOOCMSL,mass of OC in top snow layer,kg/m2,mean
lnd,mon,clm2.h0,SNOW,atmospheric snow,mm/s,mean
lnd,mon,clm2.h0,SNOWDP,snow height,m,mean
lnd,mon,clm2.h0,SNOWICE,snow ice,kg/m2,mean
lnd,mon,clm2.h0,SNOWLIQ,snow liquid water,kg/m2,mean
lnd,mon,clm2.h0,SNOW_SINKS,snow sinks (liquid water),mm/s,mean
lnd,mon,clm2.h0,SNOW_SOURCES,snow sources (liquid water),mm/s,mean
lnd,mon,clm2.h0,SOIL1C,soil organic matter C (fast pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL1N,soil organic matter N (fast pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL2C,soil organic matter C (medium pool),gC/m^2,mean
lnd,mon,clm2.h0,SOIL2N,soil organic matter N (medium pool),gN/m^2,mean
lnd,mon,clm2.h0,SOIL3C,soil organic matter C (slow pool),gC/m^2,mean
